Título;ISSN impresa;ISSN en linea;Instituto;URL
Prudentia iuris;0326-2774;;;https://biblat.unam.mx/es/revista/prudentia-iuris/articulo/aguirrezabal-grunstein-maite-bertelsen-simonetti-soledad-editoras-aborto-perspectivas-filosofica-juridica-y-medica-santiago-de-chile-universidad-de-los-andes-2015-308-p-cuaderno-de-extension-juridica-n-27
Revista argentina del tórax;0327-1595;;;https://biblat.unam.mx/es/revista/revista-argentina-del-torax/articulo/dots-modificado-en-tuberculosis-estudio-prospectivo-en-buenos-aires-argentina
Actas y comunicaciones del Instituto de Historia Antigua y Medieval;1669-7286;;;https://biblat.unam.mx/es/revista/actas-y-comunicaciones-del-instituto-de-historia-antigua-y-medieval/articulo/categorias-y-problemas-de-analisis-de-las-fuentes-medievales-del-sermon-moderno-la-comunicacion-popular-como-acto-aprehensible
Estudios económicos (Bahía Blanca);2525-1295;;;https://biblat.unam.mx/es/revista/estudios-economicos-bahia-blanca/articulo/analisis-heterodoxo-del-sector-turistico-espanol-pos-covid-fallos-en-reajuste-digital-del-empleo-y-vulnerabilidad-empresarial
Limnobios;0325-7592;;;https://biblat.unam.mx/es/revista/limnobios/articulo/ciclo-anual-aspectos-de-la-ecologia-reproductiva-y-disposicion-espacial-de-una-poblacion-de-lipostemmata-humeralis-berg-hemiptera-lygaeidae
Praxis educativa (Santa Rosa);0328-9702;;;https://biblat.unam.mx/es/revista/praxis-educativa-santa-rosa/articulo/formacion-del-profesorado-y-experiencia-escolar-las-historias-de-vida-como-practica-educativa
Odisea (Ciudad Autónoma de Buenos Aires);2408-445X;;;https://biblat.unam.mx/es/revista/odisea-ciudad-autonoma-de-buenos-aires/articulo/con-sus-bienes-a-la-calle-acceso-a-la-vivienda-y-movilidad-humana-en-la-prensa-uruguaya-2018-2020
Publicación electrónica de la Asociación Paleontológica Argentina;2469-0228;;;https://biblat.unam.mx/es/revista/publicacion-electronica-de-la-asociacion-paleontologica-argentina/articulo/analysis-of-the-earlymiddle-miocene-mammal-associations-at-the-rio-santa-cruz-patagonia-argentina
Revista farmacéutica;0034-9496;;;https://biblat.unam.mx/es/revista/revista-farmaceutica/articulo/contribuciones-practicas-para-el-estudio-de-las-plantas-medicinales-argentinas
Avances del CESOR;2422-6580;;;https://biblat.unam.mx/es/revista/avances-del-cesor/articulo/aproximacion-a-los-procesos-de-capacitacionformacion-de-los-trabajadores-siderurgicos-en-somisa-1960-1966
Día médico;0012-1762;;;https://biblat.unam.mx/es/revista/dia-medico/articulo/estomatoscopia-examen-de-lesiones-de-la-cavidad-bucal-por-medio-del-colposcopio
Serie contribuciones - Instituto Nacional de Investigación y Desarrollo Pesquero;0325-6790;;;https://biblat.unam.mx/es/revista/serie-contribuciones-instituto-nacional-de-investigacion-y-desarrollo-pesquero/articulo/hystology-of-the-gonadal-cycle-of-the-stinging-hydromedusa-olindas-sambaquiensis-muller-1861-at-blanca-bay-argentina
Estrategia (Buenos Aires);0046-2578;;;https://biblat.unam.mx/es/revista/estrategia-buenos-aires/articulo/la-lucha-antimperialista-y-por-la-paz
Sur;0035-0478;;;https://biblat.unam.mx/es/revista/sur/articulo/50-anos-de-poesia-en-venezuela
Papeles de trabajo - Centro de Estudios Interdisciplinarios en Etnolingüística y Antropología-Sociales;0327-6147;;;https://biblat.unam.mx/es/revista/papeles-de-trabajo-centro-de-estudios-interdisciplinarios-en-etnolinguistica-y-antropologia-sociales/articulo/alcances-y-limitaciones-del-metodo-cuantitativo-para-trabajar-con-pueblos-indigenas-aportes-interdisciplinarios-desde-las-ciencias-sociales
Posdata (Buenos Aires);1851-9601;;;https://biblat.unam.mx/es/revista/posdata-buenos-aires/articulo/dictacturas-y-generaciones-en-chile-y-uruguay-un-analisis-de-las-preferencias-politicas-de-los-ciudadanos-nacidos-entre-1930-y-1991
Oficios terrestres;1853-3248;;;https://biblat.unam.mx/es/revista/oficios-terrestres/articulo/activar-la-calle-nombrarse-jovenes-en-cordoba-argentina
Tesla revista científica;2796-9320;;;https://biblat.unam.mx/es/revista/tesla-revista-cientifica/articulo/analisis-comparativo-de-las-tecnologias-de-inversores-on-grid-utilizados-en-sistemas-conectados-a-la-red
Revista de la Sociedad de Obstetricia y Ginecología de Buenos Aires;0037-8542;;;https://biblat.unam.mx/es/revista/revista-de-la-sociedad-de-obstetricia-y-ginecologia-de-buenos-aires/articulo/embarazo-prolongado
Revista de filosofía y teoría política;0328-6223;;;https://biblat.unam.mx/es/revista/revista-de-filosofia-y-teoria-politica/articulo/afinidades-conceptuales-entre-plotino-y-nicolas-de-cusa
Revista de la Facultad de Ciencias Médicas de Córdoba;0014-6722;;;https://biblat.unam.mx/es/revista/revista-de-la-facultad-de-ciencias-medicas-de-cordoba/articulo/analisis-de-una-propuesta-para-el-cambio-de-paradigma-educacional-en-bacteriologia-y-virologia-medicas-facultad-de-ciencias-medicas-universidad-nacional-de-cordoba
Comechingonia virtual;1851-0027;;;https://biblat.unam.mx/es/revista/comechingonia-virtual/articulo/aplicacion-de-dstretch-imagej-a-imagenes-digitales-del-arte-rupestre-de-patagonia-argentina
Medicina (Buenos Aires);0025-7680;;;https://biblat.unam.mx/es/revista/medicina-buenos-aires/articulo/acidos-grasos-de-trypanosoma-cruzi
Revista de la Universidad Nacional del Centro de la Provincia de Buenos Aires;0325-4860;;;https://biblat.unam.mx/es/revista/revista-de-la-universidad-nacional-del-centro-de-la-provincia-de-buenos-aires/articulo/amadasi-e-et-al-estructura-y-dinamica-de-la-poblacion-evolucion-economica-y-empleo-en-el-partido-de-tandil-buenos-aires-universidad-nacional-del-centro-de-la-provincia-de-buenos-aires-1981
Revista de educación y cultura;0325-2736;;;https://biblat.unam.mx/es/revista/revista-de-educacion-y-cultura/articulo/algunas-reflexiones-sobre-la-investigacion-participativa
Cuadernos del Instituto Nacional de Antropología y Pensamiento Latinoamericano - Serie especiales;2362-1958;;;https://biblat.unam.mx/es/revista/cuadernos-del-instituto-nacional-de-antropologia-y-pensamiento-latinoamericano-serie-especiales/articulo/analisis-de-calculos-dentales-y-periodontitis-en-una-coleccion-osteologica-documentada
Cuadernos del CIESAL;1853-8827;;;https://biblat.unam.mx/es/revista/cuadernos-del-ciesal/articulo/democracia-y-actores-no-institucionalizados-podemos-el-partido-politico-de-los-indignados-espanoles
Revista de enseñanza de la física;0326-7091;;;https://biblat.unam.mx/es/revista/revista-de-ensenanza-de-la-fisica/articulo/contextos-comunicacionais-adequados-e-inadequados-a-inclusao-de-alunos-com-deficiencia-visual-em-aulas-de-termologia
Estudios de Teoría Literaria - Revista digital: artes, letras y humanidades;2313-9676;;;https://biblat.unam.mx/es/revista/estudios-de-teoria-literaria-revista-digital-artes-letras-y-humanidades/articulo/altamirano-carlos-estaciones-buenos-aires-ampersand-2019-138-p
Natura neotropicalis;0329-2177;;;https://biblat.unam.mx/es/revista/natura-neotropicalis/articulo/age-and-growth-of-the-common-carp-cyprinus-carpio-l-in-the-irrigation-system-of-the-colorado-river-valley-buenos-aires-province-argentina
Revista astronómica;0044-9253;;;https://biblat.unam.mx/es/revista/revista-astronomica/articulo/analisis-estadistico-de-mediciones-astronomicas
Orientación y sociedad;1515-6877;;;https://biblat.unam.mx/es/revista/orientacion-y-sociedad/articulo/equipos-de-orientacion-escolar-y-promocion-de-salud-en-escuelas-analisis-desde-la-gestion-de-la-direccion-de-psicologia-comunitaria-y-pedagogia-social
Boletín de la Facultad de Derecho y Ciencias Sociales (Córdoba);0325-0547;;;https://biblat.unam.mx/es/revista/boletin-de-la-facultad-de-derecho-y-ciencias-sociales-cordoba/articulo/acerca-del-dano-moral
Revista de geología aplicada a la ingeniería y al ambiente;2422-5703;;;https://biblat.unam.mx/es/revista/revista-de-geologia-aplicada-a-la-ingenieria-y-al-ambiente/articulo/estimacion-de-la-recarga-potencial-de-agua-subterranea-de-un-acuifero-mediante-teledeteccion-y-sistemas-de-informacion-geografica
Revista de la Facultad de Ciencias Económicas (Mendoza);0041-8668;;;https://biblat.unam.mx/es/revista/revista-de-la-facultad-de-ciencias-economicas-mendoza/articulo/analisis-del-dinamismo-funcional-del-profesor-universitario
Revista de ictiología;0327-6090;;;https://biblat.unam.mx/es/revista/revista-de-ictiologia/articulo/caracteristicas-hematologicas-do-hibrido-tambacu-seis-e-24-horas-apos-a-injecao-de-substancias-irritantes-na-bexiga-natatoria
Del prudente saber y el máximo posible de sabor;2618-4141;;;https://biblat.unam.mx/es/revista/del-prudente-saber-y-el-maximo-posible-de-sabor/articulo/cronicas-subterraneas
Revista de ciencias económicas;0325-3058;;;https://biblat.unam.mx/es/revista/revista-de-ciencias-economicas/articulo/actuacion-del-profesional-en-ciencias-economicas-con-relacion-a-los-sistemas-de-informacion
Revista del Museo de La Plata;2545-6377;;;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata/articulo/el-complejo-volcanico-bahia-laura-en-la-zona-del-distrito-minero-manantial-espejo
Miscelánea - Fundación Miguel Lillo;0074-025X;;;https://biblat.unam.mx/es/revista/miscelanea-fundacion-miguel-lillo/articulo/catalogo-bibliografico-fitoquimico-argentino
Sapientia;0036-4703;;;https://biblat.unam.mx/es/revista/sapientia/articulo/ciencia-o-actividad-politica-en-la-docencia-perspectiva-tomista-sobre-la-relativa-dependencia-y-autonomia-del-proceso-didactico
Industria lechera;0046-9181;;;https://biblat.unam.mx/es/revista/industria-lechera/articulo/coagulacion-con-cuajo-de-leche-ultrafiltrada
Revista eurolatinoamericana de derecho administrativo;2362-583X;;;https://biblat.unam.mx/es/revista/revista-eurolatinoamericana-de-derecho-administrativo/articulo/ambito-de-incidencia-da-discricionariedade-do-administrador-no-indeferimento-do-direito-de-lavra-consideracoes-sobre-os-conceitos-indeterminados-do-artigo-42-do-codigo-de-mineracao-brasileiro
Revista del derecho comercial y de las obligaciones;0556-6428;;;https://biblat.unam.mx/es/revista/revista-del-derecho-comercial-y-de-las-obligaciones/articulo/diversas-soluciones-sobre-la-remuneracion-del-sindico-por-la-atencion-de-incidentes-del-juicio-concursal
Revista TEFROS;1669-726X;;;https://biblat.unam.mx/es/revista/revista-tefros/articulo/borrachera-espiritual-la-muerte-y-la-agricultura-en-la-ritualidad-y-la-cosmovision-en-san-pedro-cholula-puebla-mexico
Revista latinoamericana de oncología clínica;0326-1557;;;https://biblat.unam.mx/es/revista/revista-latinoamericana-de-oncologia-clinica/articulo/alta-dosis-de-alfa-tocoferol-como-preventivo-de-la-alopecia-inducida-por-doxorubicina
Revista universitaria de letras (Mar del Plata);0326-1166;;;https://biblat.unam.mx/es/revista/revista-universitaria-de-letras-mar-del-plata/articulo/das-zertorte-bild-des-menschen-formacion-y-de-formacion-en-gunter-grass-primeras-jornadas-regionales-de-literatura-alemana-universidad-catolica-argentina-buenos-aires-argentina-22-noviembre-1980
Antártida;0302-5691;;;https://biblat.unam.mx/es/revista/antartida/articulo/bahia-margarita-un-centro-de-irradiacion-de-exploraciones-antarticas
Notas de lógica matemática;0078-2017;;;https://biblat.unam.mx/es/revista/notas-de-logica-matematica/articulo/algebres-de-hilbert-lineaires
Revista argentina de angiología;0034-6993;;;https://biblat.unam.mx/es/revista/revista-argentina-de-angiologia/articulo/25-anos-de-cirugia-vascular-en-la-plata-311256-al-311281
Revista de la Federación Argentina de Cardiología;0326-646X;;;https://biblat.unam.mx/es/revista/revista-de-la-federacion-argentina-de-cardiologia/articulo/angioplastia-coronaria-a-tronco-de-coronaria-izquierda-con-uso-de-tecnica-de-doble-cateter-guia
Extensión en red;1852-9569;;;https://biblat.unam.mx/es/revista/extension-en-red/articulo/fernando-glenza-la-soberania-alimentaria-permite-que-seamos-soberanos-en-la-posibilidad-de-tener-nuestros-propios-alimentos
Argumentos. Revista de crítica social;1666-8979;;;https://biblat.unam.mx/es/revista/argumentos-revista-de-critica-social/articulo/accion-colectiva-y-protesta-el-conflicto-de-los-trabajadores-de-aerolineas-argentinas-en-2001
Psocial (Ciudad Autónoma de Buenos Aires);2422-619X;;;https://biblat.unam.mx/es/revista/psocial-ciudad-autonoma-de-buenos-aires/articulo/conocimiento-sobre-vih-sida-en-poblacion-general-de-la-ciudad-autonoma-de-buenos-aires-y-su-vinculacion-con-variables-sociodemograficas
Revista del Museo de La Plata. Sección zoología;0372-4638;;;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-zoologia/articulo/determinacion-de-edades-clases-en-poblaciones-de-eisenia-fetida-annelida-lumbricidae-y-sus-implicancias-reprobiologicas
Revista estado y políticas públicas;2310-550X;;;https://biblat.unam.mx/es/revista/revista-estado-y-politicas-publicas/articulo/agencializar-es-innovar-la-experiencia-del-gobierno-electronico-en-la-agencia-de-recaudacion-de-la-provincia-de-buenos-aires-arba
Lecturas educación física y deportes (Buenos Aires);1514-3465;;;https://biblat.unam.mx/es/revista/lecturas-educacion-fisica-y-deportes-buenos-aires/articulo/analise-cinematica-do-salto-vertical-pre-e-pos-fadiga-induzida-em-atletas-de-futebol-americano
Memoria Americana. Cuadernos de etnohistoria;1851-3751;;;https://biblat.unam.mx/es/revista/memoria-americana-cuadernos-de-etnohistoria/articulo/a-70-anos-de-la-convencion-para-la-prevencion-y-la-sancion-del-delito-de-genocidio-conug-actualizacion-del-debate-en-torno-al-genocidio-de-los-pueblos-indigenas
Revista de psicología;2422-572X;;;https://biblat.unam.mx/es/revista/revista-de-psicologia/articulo/continuidad-de-los-vinculos-familiares-impacto-de-las-resoluciones-judiciales-en-violencia-familiar
Acta physiologica latinoamericana;0001-6764;;;https://biblat.unam.mx/es/revista/acta-physiologica-latinoamericana/articulo/cardiovascular-effects-of-2-br-alpha-ergocriptine-in-urethane-anesthetized-rats
Runa (Buenos Aires);1851-9628;;;https://biblat.unam.mx/es/revista/runa-buenos-aires/articulo/burke-peter-hibridismo-cultural-trad-sandra-chaparro-martinez-madrid-ediciones-akal-2010-158-p
CIRPON;0326-3789;;;https://biblat.unam.mx/es/revista/cirpon/articulo/estudio-del-desarrollo-embrionario-y-de-las-larvas-pre-parasita-y-parasita-de-strelkovimermis-spiculatus-poinar-et-camino-1986-nematoda-mermithidae-en-larvas-de-culex-pipiens-fatigans-wied-diptera-culicidae
+E Revista de Extensión Universitaria;2346-9986;;;https://biblat.unam.mx/es/revista/e-revista-de-extension-universitaria/articulo/cartografia-social-cartografias-y-multiplicidad-producir-metodo-desde-las-trayectorias-en-patagonia-central
Ciencias administrativas;0009-6784;;;https://biblat.unam.mx/es/revista/ciencias-administrativas/articulo/mercado-de-trabajo
Ecosur;0325-108X;;;https://biblat.unam.mx/es/revista/ecosur/articulo/algunos-aspectos-limnologicos-abioticos-de-las-cuencas-de-los-rios-limay-y-neuquen-con-especial-referencia-al-embalse-ramos-mexia
Ciencias económicas;2362-552X;;;https://biblat.unam.mx/es/revista/ciencias-economicas/articulo/conocimiento-y-empleo-de-medidas-de-apoyo-a-las-pymes-en-argentina
Revista del Museo de La Plata. Sección botánica;0372-4611;;;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-botanica/articulo/tres-especies-paleotropicales-endemicas-de-genero-marattia-sw
Revista Unidad Sanitaria XXI;2718-8388;;;https://biblat.unam.mx/es/revista/revista-unidad-sanitaria-xxi/articulo/competencias-de-lectoescritura-academica-y-cientifica-en-la-educacion-superior
Geoacta;0326-7237;;;https://biblat.unam.mx/es/revista/geoacta/articulo/estructuras-tectonicas-en-el-borde-oriental-de-la-peninsula-antartica-y-su-posible-relacion-con-el-cinturon-de-comprension-del-arco-volcanico-mesozoico
Academia (Buenos Aires);2422-7153;;;https://biblat.unam.mx/es/revista/academia-buenos-aires/articulo/abogado-arquitecto-de-estructuras
Entrepasados (Buenos Aires);0327-649X;;;https://biblat.unam.mx/es/revista/entrepasados-buenos-aires/articulo/ciudadania-participacion-politica-y-la-formacion-de-una-esfera-publica-en-buenos-aires-1850-1880
Biología acuática;0326-1638;;;https://biblat.unam.mx/es/revista/biologia-acuatica/articulo/algas-epipelicas-del-rio-samborombon-prov-buenos-aires
Revista de estudios marítimos y sociales;2545-6237;;;https://biblat.unam.mx/es/revista/revista-de-estudios-maritimos-y-sociales/articulo/aiziczon-fernando-cultura-politica-militantes-y-movilizaciones-neuquen-durante-los-anos-90-prometeo-libros-2017-isbn-9789875748590
Revista iberoamericana de la propiedad intelectual;2422-569X;;;https://biblat.unam.mx/es/revista/revista-iberoamericana-de-la-propiedad-intelectual/articulo/consideraciones-sobre-el-regimen-juridico-aplicable-a-la-marca-pais-marca-ciudad-y-marca-provincia
Revista del Museo de La Plata. Sección antropología;0376-2149;;;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-antropologia/articulo/aproximaciones-teorico-metodologica-al-estudio-de-colecciones-etnograficas
Revista de la Sociedad Argentina de Biología;0037-8380;;;https://biblat.unam.mx/es/revista/revista-de-la-sociedad-argentina-de-biologia/articulo/accion-central-y-periferica-de-las-dosis-bajas-y-altas-de-clonidina-sobre-la-presion-arterial-del-perro
Scripta ethnologica (Buenos Aires);0325-6669;;;https://biblat.unam.mx/es/revista/scripta-ethnologica-buenos-aires/articulo/algunas-implicancias-de-la-divulgacion-de-los-conocimientos-etnograficos-en-la-conformacion-de-religiosidades-en-el-uruguay-contemporaneo
Medio ambiente y urbanización;0326-7857;;;https://biblat.unam.mx/es/revista/medio-ambiente-y-urbanizacion/articulo/agua-y-saneamiento-en-los-barrios-populares-de-quito
Revista de derecho internacional y ciencias diplomáticas;0034-7892;;;https://biblat.unam.mx/es/revista/revista-de-derecho-internacional-y-ciencias-diplomaticas/articulo/a-20-anos-de-la-puesta-en-vigencia-del-tratado-antartico
Serie conservación de la naturaleza;0325-9625;;;https://biblat.unam.mx/es/revista/serie-conservacion-de-la-naturaleza/articulo/las-ecorregiones-del-noroeste-argentino-basadas-en-la-clasificacion-climatica-de-koppen
Crítica & utopía;0325-9676;;;https://biblat.unam.mx/es/revista/critica-utopia/articulo/democracia-en-cuestion-y-redefinicion-de-la-politica
Revista del Museo de La Plata. Sección geología;0372-462X;;;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-geologia/articulo/geolimnologia-de-los-cuerpos-lenticos-de-la-cuenca-del-arroyo-la-vigilancia-chascomus-provincia-de-buenos-aires
Antigua Matanza;2545-8701;;;https://biblat.unam.mx/es/revista/antigua-matanza/articulo/conformacion-de-la-escena-rap-en-la-ciudad-de-cordoba-argentina-1984-2001
Notas de álgebra y análisis;0078-2009;;;https://biblat.unam.mx/es/revista/notas-de-algebra-y-analisis/articulo/la-distribucion-de-los-autovalores-del-problema-de-dirichlet-del-operador-diferencial-bidimensional-de-sturm-liouville-teoremas-asintoticos-de-hermann-weyl-y-de-torsten-carleman
Argentina tecnológica;0326-8101;;;https://biblat.unam.mx/es/revista/argentina-tecnologica/articulo/ciavt-cooperativa-pionera-en-inseminacion-artificial
Revista de psicoanálisis;0034-8740;;;https://biblat.unam.mx/es/revista/revista-de-psicoanalisis/articulo/acerca-de-la-identificacion-y-la-adopcion-34-congreso-internacional-de-psicoanalisis-hamburgo-rfa-julio-1985
Prometeo conocimiento científico;2953-4275;;;https://biblat.unam.mx/es/revista/prometeo-conocimiento-cientifico/articulo/el-desarrollo-socio-afectivo-en-ninos-de-3-a-5-anos
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Hidrobiología;0524-9503;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-hidrobiologia/articulo/alimentacion-de-trichomycterus-corduvense-weyenbergh-1879-teleosteitrichomycteridae-en-dos-rios-serranos-de-san-luis-argentina
Páginas de filosofía;1853-7960;;;https://biblat.unam.mx/es/revista/paginas-de-filosofia/articulo/asimetria-y-conceptos-psicologicos
Revista electrónica de investigación en educación en ciencias;1850-6666;;;https://biblat.unam.mx/es/revista/revista-electronica-de-investigacion-en-educacion-en-ciencias/articulo/concepcoes-de-ensino-e-curriculo-de-zoologia-no-brasil
Revista de salud pública (Córdoba);1852-9429;;;https://biblat.unam.mx/es/revista/revista-de-salud-publica-cordoba/articulo/analisis-de-estrategias-de-atencion-primaria-de-salud-en-el-municipio-de-malvinas-argentinas-un-abordaje-cuanti-cualitativo
Boletín de la Academia Nacional de Ciencias;0325-2051;;;https://biblat.unam.mx/es/revista/boletin-de-la-academia-nacional-de-ciencias/articulo/gravitacion-y-experimento-aspectos-obsesrvacionales-y-experimentos-recientes-en-relatividad-general
Estudios CEDES;0326-1646;;;https://biblat.unam.mx/es/revista/estudios-cedes/articulo/orden-social-y-monetarismo
Revista argentina de clínica psicológica;0327-6716;;;https://biblat.unam.mx/es/revista/revista-argentina-de-clinica-psicologica/articulo/comparando-la-eficacia-de-la-terapia-cognitiva-comportamental-y-la-psicofarmacologia-en-los-trastornos-de-ansiedad-generalizada
Revista del Círculo Odontológico de Rosario;0009-7357;;;https://biblat.unam.mx/es/revista/revista-del-circulo-odontologico-de-rosario/articulo/periodoncia-mito-o-realidad-cotidiana
Cuadernos del CURIHAM;2683-8168;;;https://biblat.unam.mx/es/revista/cuadernos-del-curiham/articulo/diseno-de-un-sistema-de-indicadores-para-la-gestion-integrada-de-los-recursos-hidricos-girh-en-la-cuenca-del-arroyo-luduena-santa-fe
Ciencia, docencia y tecnología;0327-5566;;;https://biblat.unam.mx/es/revista/ciencia-docencia-y-tecnologia/articulo/fake-news-e-ensino-de-ciencias-compreensoes-e-discussoes-para-o-ensino-e-a-pesquisa
Revista de la Unión Matemática Argentina;0041-6932;;;https://biblat.unam.mx/es/revista/revista-de-la-union-matematica-argentina/articulo/numerical-methods-for-inverse-transient-heat-conduction-problems
Boletín de la Clínica de Endocrinología y Metabolismo;0009-899X;;;https://biblat.unam.mx/es/revista/boletin-de-la-clinica-de-endocrinologia-y-metabolismo/articulo/acromegalia
Nuestra historia;0029-571X;;;https://biblat.unam.mx/es/revista/nuestra-historia/articulo/el-concepto-de-legitimidad-en-el-pensamiento-de-artigas
Revista de seguridad social;0325-4852;;;https://biblat.unam.mx/es/revista/revista-de-seguridad-social/articulo/argentina-legislacion-nacional
RASAL Lingüística;2250-7353;;;https://biblat.unam.mx/es/revista/rasal-linguistica/articulo/construccion-aplicativa-en-ayoreo-zamuco-motivacion-discursiva
Revista electrotécnica (Buenos Aires);0370-7857;;;https://biblat.unam.mx/es/revista/revista-electrotecnica-buenos-aires/articulo/ensayo-sintetico-de-interruptores
Kimún (San Luis);2469-066X;;;https://biblat.unam.mx/es/revista/kimun-san-luis/articulo/el-aporte-de-paul-ricoeur-y-el-analisis-conceptual-al-debate-respecto-de-los-retos-de-las-ciencias-sociales-un-ensayo-re-reflexion-critica-de-conceptos
Ética y cine journal;2250-5415;;;https://biblat.unam.mx/es/revista/etica-y-cine-journal/articulo/bajo-el-signo-de-un-dios-salvaje-escenarios-contemporaneos-del-superheroe
Medicina y sociedad;0325-9552;;;https://biblat.unam.mx/es/revista/medicina-y-sociedad/articulo/calidad-de-la-atencion-de-enfermeria-aplicacion-de-un-modelo-para-su-definicion-y-evaluacion
Anales de ciencias políticas y sociales (Mendoza);0327-0297;;;https://biblat.unam.mx/es/revista/anales-de-ciencias-politicas-y-sociales-mendoza/articulo/argentina-frente-al-aprovechamiento-de-la-cuenca-del-plata
Revista de la Facultad de Odontología - Universidad Nacional de Córdoba;0325-1071;;;https://biblat.unam.mx/es/revista/revista-de-la-facultad-de-odontologia-universidad-nacional-de-cordoba/articulo/aspectos-morfohistoquimicos-de-la-induccion-epitelio-mesenquima-en-la-organogenesis-dental
Futurable;0325-7967;;;https://biblat.unam.mx/es/revista/futurable/articulo/educacion-y-futuro
Temas y Debates;1853-984X;;;https://biblat.unam.mx/es/revista/temas-y-debates/articulo/ad-dio
Cuadernos del Instituto de Matemática "Beppo Levi";0326-0690;;;https://biblat.unam.mx/es/revista/cuadernos-del-instituto-de-matematica-beppo-levi/articulo/apertura
Comunicaciones del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Hidrobiología;0524-9457;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-hidrobiologia/articulo/odontocymbiola-canigiai-sp-nov-molc-gastropoda-volutidae-del-canal-beagle
Acta toxicológica argentina;1851-3743;;;https://biblat.unam.mx/es/revista/acta-toxicologica-argentina/articulo/comparative-study-with-dry-crude-extracts-of-ananas-comosus-l-merril-using-lc50-and-erythrocyte-osmotic-fragility-as-toxicity-parameters
Cuadernos universitarios;2250-7132;;;https://biblat.unam.mx/es/revista/cuadernos-universitarios/articulo/comportamiento-agresivo-en-ninos-y-adolescentes-una-perspectiva-desde-el-ciclo-vital
Documento científico - Instituto Nacional de Investigación y Desarrollo Pesquero;0327-9332;;;https://biblat.unam.mx/es/revista/documento-cientifico-instituto-nacional-de-investigacion-y-desarrollo-pesquero/articulo/areas-potenciales-de-descarte-de-merluza-para-la-actividad-de-la-flota-comercial-argentina
Galaxia;0016-3996;;;https://biblat.unam.mx/es/revista/galaxia/articulo/consideraciones-y-analisis-de-aguas-residuales-i-parte
Miscelánea - Academia Nacional de Ciencias;0325-3406;;;https://biblat.unam.mx/es/revista/miscelanea-academia-nacional-de-ciencias/articulo/ictiofauna-del-rio-tercero-calamuchita-cordoba-argentina
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Botánica;0376-2793;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-botanica/articulo/anatomia-foliar-de-bredemeyera-microphylla-polygalaceae
Diálogos Pedagógicos;2524-9274;;;https://biblat.unam.mx/es/revista/dialogos-pedagogicos/articulo/antes-era-mas-facil-la-incomodidad-de-ensenar-educacion-fisica-en-tiempos-de-educacion-sexual-integral
Traslaciones. Revista Latinoamericana de Lectura y Escritura;2362-6194;;;https://biblat.unam.mx/es/revista/traslaciones-revista-latinoamericana-de-lectura-y-escritura/articulo/aportes-de-la-teoria-de-la-enunciacion-en-el-desarrollo-de-la-lectura-comprensiva-y-critica
Revista de historia & humanidades médicas;1850-0064;;;https://biblat.unam.mx/es/revista/revista-de-historia-humanidades-medicas/articulo/actuacion-de-los-medicos-en-los-hospitales-portenos-durante-la-guerra-con-el-imperio-del-brasil
Revista de ciencias sociales - Universidad Nacional de Quilmes;0328-2643;;;https://biblat.unam.mx/es/revista/revista-de-ciencias-sociales-universidad-nacional-de-quilmes/articulo/culturas-identidades-y-fronteras-una-mirada-desde-las-producciones-del-cuarto-mundo
Revista Interdisciplinaria de Estudios Agrarios;2618-2475;;;https://biblat.unam.mx/es/revista/revista-interdisciplinaria-de-estudios-agrarios/articulo/cuestion-agraria-y-gobiernos-de-izquierda-deere-carmen-diana-ezquerro-canete-arturo-fogel-ramon-purcell-thomas-f-lapegna-pablo-webber-jeffery-r-clark-patrick-pineiro-diego-cardeillac-joaquin-baumeister-eduardo-marti-i-puig-salvador-sauer-sergio-meszaros-george-vergara-camus-leandro-y-kay-cristobal-la-cuestion-agraria-y-los-gobiernos-de-izquierda-en-america-latina-campesinos-agronegocio-y-neodesarrollismo-clacso-2018-httpbiblioteca-clacso-edu-arclacsose20180608115610lacuestionagraria-pdf
Revista de la Sociedad Argentina de Diabetes;2346-9420;;;https://biblat.unam.mx/es/revista/revista-de-la-sociedad-argentina-de-diabetes/articulo/efecto-de-la-intervencion-temprana-en-la-activacion-del-eje-hipotalamo-hipofiso-adrenal-inducida-por-el-consumo-de-dietas-ricas-en-sacarosa
