Título;ISSN impresa;ISSN en linea;Instituto;URL
Anuario de arqueología;2684-0138;;;https://dialnet.unirioja.es/servlet/revista?codigo=28394
Anuario de la Escuela de Historia;1853-8835;;;https://dialnet.unirioja.es/servlet/revista?codigo=26305
Anuario de la Escuela de Historia Virtual;1853-7049;;;https://dialnet.unirioja.es/servlet/revista?codigo=23529
Anuario de la Red Eurolatinoamericana de Buen Gobierno y Buena Administración;2953-3880;;;https://dialnet.unirioja.es/servlet/revista?codigo=27740
"Anuario del Centro de Estudios Históricos ""Prof. Carlos S. A. Segreti""";1666-6836;;;https://dialnet.unirioja.es/servlet/revista?codigo=13849
Anuario del Instituto de Historia Argentina;2314-257X;;;https://dialnet.unirioja.es/servlet/revista?codigo=16784
"Anuario sobre bibliotecas, archivos y museos escolares";2718-8965;;;https://dialnet.unirioja.es/servlet/revista?codigo=28442
Análisis de las Prácticas: Revista sobre formación y ejercicio profesional docente;2796-9835;;;https://dialnet.unirioja.es/servlet/revista?codigo=28197
Aportes para la Integración Latinoamericana;2468-9912;;;https://dialnet.unirioja.es/servlet/revista?codigo=26210
Apuntes de Investigación del CECYP;0329-2142;;;https://dialnet.unirioja.es/servlet/revista?codigo=19681
Archivos de Ciencias de la Educación;0518-3669;;;https://dialnet.unirioja.es/servlet/revista?codigo=16790
Archivos de historia del movimiento obrero y la izquierda;2683-9601;;;https://dialnet.unirioja.es/servlet/revista?codigo=27951
Archivos del presente: Revista latinoamericana de temas internacionales;0328-3151;;;https://dialnet.unirioja.es/servlet/revista?codigo=19739
"Ardea: Revista de arte, ciencia y cultura";2618-5040;;;https://dialnet.unirioja.es/servlet/revista?codigo=27694
Argentinian Journal of Respiratory & Physical Therapy (AJRPT);2618-4095;;;https://dialnet.unirioja.es/servlet/revista?codigo=28514
Argonautas: Revista de Educación y Ciencias Sociales;1853-9092;;;https://dialnet.unirioja.es/servlet/revista?codigo=28024
Argos: Revista de la Asociación Argentina de Estudios Clásicos (AADEC);1853-6379;;;https://dialnet.unirioja.es/servlet/revista?codigo=27241
Argumentos. Revista de crítica social;1666-8979;;;https://dialnet.unirioja.es/servlet/revista?codigo=16383
Arkadin: Estudios sobre cine y artes audiovisuales;2525-085X;;;https://dialnet.unirioja.es/servlet/revista?codigo=25732
Armiliar: Revista de Historiografía del Arte;2545-7888;;;https://dialnet.unirioja.es/servlet/revista?codigo=26521
Arqueología;1853-8126;;;https://dialnet.unirioja.es/servlet/revista?codigo=13503
Arte e investigación;2469-1488;;;https://dialnet.unirioja.es/servlet/revista?codigo=25326
Astrolabio Nueva Época: Revista digital del Centro de Investigaciones y Estudios sobre Cultura y Sociedad;1668-7515;;;https://dialnet.unirioja.es/servlet/revista?codigo=8307
Audit.AR: Revista de auditoría;2718-8647;;;https://dialnet.unirioja.es/servlet/revista?codigo=27835
Aula Universitaria;2362-3330;;;https://dialnet.unirioja.es/servlet/revista?codigo=27543
Auster;1514-0121;;;https://dialnet.unirioja.es/servlet/revista?codigo=17848
Austral Comunicación;2313-9137;;;https://dialnet.unirioja.es/servlet/revista?codigo=24539
Avances del Cesor;2422-6580;;;https://dialnet.unirioja.es/servlet/revista?codigo=24481
Avances en energías renovables y medio ambiente (AVERMA);2796-8111;;;https://dialnet.unirioja.es/servlet/revista?codigo=28426
Ayana: Revista de Investigación en Turismo;2718-6717;;;https://dialnet.unirioja.es/servlet/revista?codigo=27836
Bibliographica americana: Revista Interdisciplinaria de Estudios Coloniales;1668-3684;;;https://dialnet.unirioja.es/servlet/revista?codigo=21939
Biología Acuática;1668-4869;;;https://dialnet.unirioja.es/servlet/revista?codigo=26635
Bitácora: Revista de la Facultad de Lenguas;1514-4801;;;https://dialnet.unirioja.es/servlet/revista?codigo=19429
Bold: Revista del Departamento de Diseño en Comunicación Visual;2524-9703;;;https://dialnet.unirioja.es/servlet/revista?codigo=25716
Boletín GEC: Teorías Literarias y prácticas críticas;2618-334X;;;https://dialnet.unirioja.es/servlet/revista?codigo=26768
Boletín Geográfico;0326-1735;;;https://dialnet.unirioja.es/servlet/revista?codigo=22386
Boletín de Arte;1853-0710;;;https://dialnet.unirioja.es/servlet/revista?codigo=25286
Boletín de Estética;2408-4417;;;https://dialnet.unirioja.es/servlet/revista?codigo=27940
Boletín de Literatura Comparada;0325-3775;;;https://dialnet.unirioja.es/servlet/revista?codigo=13304
Boletín de estudios geográficos;0374-6186;;;https://dialnet.unirioja.es/servlet/revista?codigo=6366
Boletín de investigación educativo - musical;0328-9346;;;https://dialnet.unirioja.es/servlet/revista?codigo=2688
Boletín de la Academia Argentina de Letras;0001-3757;;;https://dialnet.unirioja.es/servlet/revista?codigo=9475
Bonplandia;0524-0476;;;https://dialnet.unirioja.es/servlet/revista?codigo=27404
Breves Contribuciones del Instituto de Estudios Geográficos;2250-4176;;;https://dialnet.unirioja.es/servlet/revista?codigo=18863
CIAS. Centro de Investigación y Acción Social;0325-1306;;;https://dialnet.unirioja.es/servlet/revista?codigo=26991
"CTS: Revista iberoamericana de ciencia, tecnología y sociedad";1850-0013;;;https://dialnet.unirioja.es/servlet/revista?codigo=10937
Calamus;2545-627X;;;https://dialnet.unirioja.es/servlet/revista?codigo=27974
Cartapacio de Derecho: Revista Virtual de la Facultad de Derecho;1850-0722;;;https://dialnet.unirioja.es/servlet/revista?codigo=12647
Characteristica Universalis Journal;2313-9501;;;https://dialnet.unirioja.es/servlet/revista?codigo=28029
Chuy: revista de estudios literarios latinoamericanos;2422-5932;;;https://dialnet.unirioja.es/servlet/revista?codigo=28410
"Ciclos en la historia, la economía y la sociedad";1851-3735;;;https://dialnet.unirioja.es/servlet/revista?codigo=17836
Ciencia del suelo;1850-2067;;;https://dialnet.unirioja.es/servlet/revista?codigo=18877
Ciencia hoy;0327-1218;;;https://dialnet.unirioja.es/servlet/revista?codigo=19106
Ciencia y Fe;0326-1328;;;https://dialnet.unirioja.es/servlet/revista?codigo=26638
Ciencia y tecnología;2344-9217;;;https://dialnet.unirioja.es/servlet/revista?codigo=22392
"Ciencia, Docencia y Tecnología";1851-1716;;;https://dialnet.unirioja.es/servlet/revista?codigo=16146
"Ciencia, Tecnología y Política";2618-3188;;;https://dialnet.unirioja.es/servlet/revista?codigo=26453
Ciencias Económicas: Publicación de la Facultad de Ciencias Económicas de la Universidad Nacional del Litoral;1666-8359;;;https://dialnet.unirioja.es/servlet/revista?codigo=24305
Ciencias Morfológicas;1851-7862;;;https://dialnet.unirioja.es/servlet/revista?codigo=26221
Ciencias administrativas;2314-3738;;;https://dialnet.unirioja.es/servlet/revista?codigo=24934
Circe de clásicos y modernos;1514-3333;;;https://dialnet.unirioja.es/servlet/revista?codigo=12142
Clang: Revista del Departamento de Música;2524-9215;;;https://dialnet.unirioja.es/servlet/revista?codigo=27834
Clio & Asociados: La historia enseñada;2362-3063;;;https://dialnet.unirioja.es/servlet/revista?codigo=18029
Colección;1850-003X;;;https://dialnet.unirioja.es/servlet/revista?codigo=10416
Comechingonia: Revista de Arqueología;0326-7911;;;https://dialnet.unirioja.es/servlet/revista?codigo=27931
Comechingonia Virtual: Revista Electrónica de Arqueología;1851-0027;;;https://dialnet.unirioja.es/servlet/revista?codigo=16063
Con X;2469-0333;;;https://dialnet.unirioja.es/servlet/revista?codigo=25282
ConCienciaSocial;2591-5339;;;https://dialnet.unirioja.es/servlet/revista?codigo=28253
Conceptos históricos;2451-7925;;;https://dialnet.unirioja.es/servlet/revista?codigo=27264
Confluencia de Saberes. Revista de Educación y Psicología;2683-989X;;;https://dialnet.unirioja.es/servlet/revista?codigo=28362
Congreso de ADENAG;1853-0796;;;https://dialnet.unirioja.es/servlet/revista?codigo=15848
Contabilidad y Auditoría;1515-2340;;;https://dialnet.unirioja.es/servlet/revista?codigo=27887
Contabilidad y Decisiones;1852-4982;;;https://dialnet.unirioja.es/servlet/revista?codigo=26824
Contenciosa;2347-0011;;;https://dialnet.unirioja.es/servlet/revista?codigo=27297
Contexto educativo: revista digital de investigación y nuevas tecnologías;1515-7458;;;https://dialnet.unirioja.es/servlet/revista?codigo=2085
Coordenadas: Revista de Historia Local y Regional;2362-4752;;;https://dialnet.unirioja.es/servlet/revista?codigo=24730
Costos y gestión;2545-8329;;;https://dialnet.unirioja.es/servlet/revista?codigo=3358
"Crítica jurídica: Revista latinoamericana de política, filosofía y derecho";0188-3968;;;https://dialnet.unirioja.es/servlet/revista?codigo=2029
Crítica y Resistencias: Revista de conflictos sociales latinoamericanos;2525-0841;;;https://dialnet.unirioja.es/servlet/revista?codigo=26830
Cuaderno de Derecho Público;2346-9560;;;https://dialnet.unirioja.es/servlet/revista?codigo=26455
"Cuaderno urbano: espacio, cultura y sociedad";1666-6186;;;https://dialnet.unirioja.es/servlet/revista?codigo=13175
Cuadernos Medievales;2451-6821;;;https://dialnet.unirioja.es/servlet/revista?codigo=25768
Cuadernos Monásticos;0327-2141;;;https://dialnet.unirioja.es/servlet/revista?codigo=23244
Cuadernos de Antropología Social;1850-275X;;;https://dialnet.unirioja.es/servlet/revista?codigo=19475
Cuadernos de Doctrina y Jurisprudencia Penal;0328-3909;;;https://dialnet.unirioja.es/servlet/revista?codigo=13970
Cuadernos de Economía Crítica;2408-400X;;;https://dialnet.unirioja.es/servlet/revista?codigo=25210
Cuadernos de Extensión Universitaria de la UNLPAM;2718-7500;;;https://dialnet.unirioja.es/servlet/revista?codigo=28360
Cuadernos de H Ideas;2313-9048;;;https://dialnet.unirioja.es/servlet/revista?codigo=21600
Cuadernos de Historia del Arte;2618-5555;;;https://dialnet.unirioja.es/servlet/revista?codigo=26590
Cuadernos de Literatura: Revista de Estudios Lingüísticos y Literarios;2684-0499;;;https://dialnet.unirioja.es/servlet/revista?codigo=27401
Cuadernos de Marte;1852-9879;;;https://dialnet.unirioja.es/servlet/revista?codigo=25493
Cuadernos de Teología;1852-8155;;;https://dialnet.unirioja.es/servlet/revista?codigo=20006
Cuadernos de análisis y debate sobre músicas latinoamericanas contemporáneas;2618-4583;;;https://dialnet.unirioja.es/servlet/revista?codigo=28440
Cuadernos de historia;0327-5531;;;https://dialnet.unirioja.es/servlet/revista?codigo=4435
Cuadernos de historia: Serie economía y sociedad;2422-7544;;;https://dialnet.unirioja.es/servlet/revista?codigo=28388
Cuadernos de historia de España;0325-1195;;;https://dialnet.unirioja.es/servlet/revista?codigo=367
Cuadernos de investigación;1852-3803;;;https://dialnet.unirioja.es/servlet/revista?codigo=18770
Cuadernos de la Facultad de Humanidades y Ciencias Sociales de la Universidad Nacional de Jujuy;1668-8104;;;https://dialnet.unirioja.es/servlet/revista?codigo=26447
Cuadernos de política exterior argentina;0326-7806;;;https://dialnet.unirioja.es/servlet/revista?codigo=21106
Cuadernos de teología;0326-6737;;;https://dialnet.unirioja.es/servlet/revista?codigo=10863
Cuadernos del CILHA;1852-9615;;;https://dialnet.unirioja.es/servlet/revista?codigo=15965
Cuadernos del CIMBAGE;1669-1830;;;https://dialnet.unirioja.es/servlet/revista?codigo=10975
Cuadernos del CURIHAM;1514-2906;;;https://dialnet.unirioja.es/servlet/revista?codigo=26655
Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos;1853-3523;;;https://dialnet.unirioja.es/servlet/revista?codigo=15658
Cuadernos sociales;1515-3584;;;https://dialnet.unirioja.es/servlet/revista?codigo=13430
Cuestiones de sociología: Revista de estudios sociales;2346-8904;;;https://dialnet.unirioja.es/servlet/revista?codigo=17845
Cultura económica;1852-5342;;;https://dialnet.unirioja.es/servlet/revista?codigo=5958
Culturas: Debates y perspectivas de un mundo en cambio;2362-5538;;;https://dialnet.unirioja.es/servlet/revista?codigo=27296
Cuyo: Anuario de filosofía argentina y americana;1853-3175;;;https://dialnet.unirioja.es/servlet/revista?codigo=13494
DavarLogos;1666-7832;;;https://dialnet.unirioja.es/servlet/revista?codigo=10587
De Prácticas y Discursos: Cuadernos de Ciencias Sociales;2250-6942;;;https://dialnet.unirioja.es/servlet/revista?codigo=22431
De Signos y Sentidos;1668-866X;;;https://dialnet.unirioja.es/servlet/revista?codigo=27298
Debate Universitario CAEE-UAI;2314-2138;;;https://dialnet.unirioja.es/servlet/revista?codigo=22455
Debates actuales en Psicología y Sociedad;2591-524X;;;https://dialnet.unirioja.es/servlet/revista?codigo=25781
Delito y sociedad: revista de ciencias sociales;2468-9963;;;https://dialnet.unirioja.es/servlet/revista?codigo=14566
"Derecho comercial y de las obligaciones: Revista de doctrina, jurisprudencia, legislación y práctica";0327-4012;;;https://dialnet.unirioja.es/servlet/revista?codigo=6971
Derecho y ciencias sociales;1853-0982;;;https://dialnet.unirioja.es/servlet/revista?codigo=23484
Dermatología Argentina;1515-8411;;;https://dialnet.unirioja.es/servlet/revista?codigo=28341
Desarrollo económico;0046-001X;;;https://dialnet.unirioja.es/servlet/revista?codigo=9189
"Desarrollo, Estado y Espacio";2796-9606;;;https://dialnet.unirioja.es/servlet/revista?codigo=27751
Descentrada;2545-7284;;;https://dialnet.unirioja.es/servlet/revista?codigo=25379
Diagnosis: publicación científica de Fundación PROSAM;1668-5474;;;https://dialnet.unirioja.es/servlet/revista?codigo=13092
Dios y el hombre;2618-2858;;;https://dialnet.unirioja.es/servlet/revista?codigo=26403
Disenso;0328-204X;;;https://dialnet.unirioja.es/servlet/revista?codigo=10342
Divulgatio: Perfiles académicos de posgrado;2591-3530;;;https://dialnet.unirioja.es/servlet/revista?codigo=27001
Diálogos pedagógicos;2524-9274;;;https://dialnet.unirioja.es/servlet/revista?codigo=18828
Documentos y Aportes en Administración Pública y Gestión Estatal: DAAPGE;1851-3727;;;https://dialnet.unirioja.es/servlet/revista?codigo=18466
Dos puntas;1852-3420;;;https://dialnet.unirioja.es/servlet/revista?codigo=20347
ECOS. Revista Científica de Musicoterapia y Disciplinas Afines;2718-6199;;;https://dialnet.unirioja.es/servlet/revista?codigo=27200
EJES de Economía y Sociedad (EjES);2591-4669;;;https://dialnet.unirioja.es/servlet/revista?codigo=28164
ETIAM: Revista Agustiniana de Pensamiento;1851-2682;;;https://dialnet.unirioja.es/servlet/revista?codigo=19565
Económica: La Plata;0013-0419;;;https://dialnet.unirioja.es/servlet/revista?codigo=26213
Ecos de la comunicación;1852-0464;;;https://dialnet.unirioja.es/servlet/revista?codigo=17454
Educación Física y Ciencia;1514-0105;;;https://dialnet.unirioja.es/servlet/revista?codigo=16819
"Educación Física, Experiencias e Investigaciones (EFEI)";1852-9372;;;https://dialnet.unirioja.es/servlet/revista?codigo=28381
"Educación, lenguaje y sociedad";1668-4753;;;https://dialnet.unirioja.es/servlet/revista?codigo=15003
El Cardo;1514-7347;;;https://dialnet.unirioja.es/servlet/revista?codigo=28283
El Matadero. Revista Crítica de Literatura Argentina;2683-9687;;;https://dialnet.unirioja.es/servlet/revista?codigo=28434
El Oído Pensante;2250-7116;;;https://dialnet.unirioja.es/servlet/revista?codigo=24785
El Taco en la Brea: Revista Semestral del Centro de Investigaciones Teórico-Literarias;2362-4191;;;https://dialnet.unirioja.es/servlet/revista?codigo=27104
El hilo de la fábula: Revista semestral del Centro de Estudios Comparados de la Universidad Nacional del Litoral;2362-5651;;;https://dialnet.unirioja.es/servlet/revista?codigo=27245
El toldo de Astier: Propuestas y estudios sobre enseñanza de la lengua y la literatura;1853-3124;;;https://dialnet.unirioja.es/servlet/revista?codigo=17635
Electronic Journal of Endodontic Rosario;1666-6143;;;https://dialnet.unirioja.es/servlet/revista?codigo=16221
Elektron: ciencia y tecnología en la electrónica de hoy;2525-0159;;;https://dialnet.unirioja.es/servlet/revista?codigo=26525
Enfoques: revista de la Universidad Adventista del Plata;1514-6006;;;https://dialnet.unirioja.es/servlet/revista?codigo=7976
Entramados: educación y sociedad;2422-6459;;;https://dialnet.unirioja.es/servlet/revista?codigo=23345
"Epistemus: Revista de Estudios en Música, Cognición y Cultura";1853-0494;;;https://dialnet.unirioja.es/servlet/revista?codigo=26222
Erasmus: Revista para el diálogo intercultural;1514-6049;;;https://dialnet.unirioja.es/servlet/revista?codigo=507
Escenarios;2683-7684;;;https://dialnet.unirioja.es/servlet/revista?codigo=27969
Escritos Contables y de Administración;1853-2055;;;https://dialnet.unirioja.es/servlet/revista?codigo=23371
Estrategias: Psicoanálisis y salud mental;2347-0933;;;https://dialnet.unirioja.es/servlet/revista?codigo=22069
Estudios: Centro d Estudios Avanzados;0328-185X;;;https://dialnet.unirioja.es/servlet/revista?codigo=23608
Estudios Económicos;2525-1295;;;https://dialnet.unirioja.es/servlet/revista?codigo=23781
Estudios Rurales;2250-4001;;;https://dialnet.unirioja.es/servlet/revista?codigo=19602
Estudios Sociales: Revista Universitaria Semestral;2250-6950;;;https://dialnet.unirioja.es/servlet/revista?codigo=25757
Estudios Sociales del Estado;2422-7803;;;https://dialnet.unirioja.es/servlet/revista?codigo=26608
Estudios Sociales del Noa: nueva serie;0329-8256;;;https://dialnet.unirioja.es/servlet/revista?codigo=21343
Estudios de Filosofía Práctica e Historia de las ideas;1515-7180;;;https://dialnet.unirioja.es/servlet/revista?codigo=24706
Estudios de historia de España;2469-0961;;;https://dialnet.unirioja.es/servlet/revista?codigo=532
Estudios del hábitat;2422-6483;;;https://dialnet.unirioja.es/servlet/revista?codigo=26024
Estudios y perspectivas en turismo;0327-5841;;;https://dialnet.unirioja.es/servlet/revista?codigo=13934
Etcétera;2618-4281;;;https://dialnet.unirioja.es/servlet/revista?codigo=28234
Etnografías contemporáneas;2451-8050;;;https://dialnet.unirioja.es/servlet/revista?codigo=27328
Eunk;2953-3740;;;https://dialnet.unirioja.es/servlet/revista?codigo=28271
Extensión en red;1852-9569;;;https://dialnet.unirioja.es/servlet/revista?codigo=23432
FACENA: Revista de la Facultad de Ciencias Exactas y Naturales y Agrimensura;1851-507X;;;https://dialnet.unirioja.es/servlet/revista?codigo=28468
FACES: revista de la Facultad de Ciencias Económicas y Sociales;0328-4050;;;https://dialnet.unirioja.es/servlet/revista?codigo=12376
FAVE: Sección Ciencias Agrarias;1666-7719;;;https://dialnet.unirioja.es/servlet/revista?codigo=27240
Filología;0071-495X;;;https://dialnet.unirioja.es/servlet/revista?codigo=7134
Filosofía de la Economía;2314-3606;;;https://dialnet.unirioja.es/servlet/revista?codigo=24455
Folia Histórica del Nordeste;2525-1627;;;https://dialnet.unirioja.es/servlet/revista?codigo=27410
Fuego y Raya;1852-9712;;;https://dialnet.unirioja.es/servlet/revista?codigo=19460
Fundación;1514-1209;;;https://dialnet.unirioja.es/servlet/revista?codigo=6144
Fundamentos en humanidades;1515-4467;;;https://dialnet.unirioja.es/servlet/revista?codigo=6781
Geoacta;0326-7237;;;https://dialnet.unirioja.es/servlet/revista?codigo=7951
Geograficando;1850-1885;;;https://dialnet.unirioja.es/servlet/revista?codigo=16839
Geográfica Digital;1668-5180;;;https://dialnet.unirioja.es/servlet/revista?codigo=27722
Gestión;0328-9117;;;https://dialnet.unirioja.es/servlet/revista?codigo=19492
Gramma;1850-0153;;;https://dialnet.unirioja.es/servlet/revista?codigo=25358
H-Industria: Revista de historia de la industria y el desarrollo en América Latina;1851-703X;;;https://dialnet.unirioja.es/servlet/revista?codigo=22816
Heterotopías: Revista del área de estudios críticos del discurso;2618-2726;;;https://dialnet.unirioja.es/servlet/revista?codigo=28377
Hilo_s Documentales;2618-4486;;;https://dialnet.unirioja.es/servlet/revista?codigo=27839
Historia & Guerra;2796-8650;;;https://dialnet.unirioja.es/servlet/revista?codigo=28445
Historia Regional;2469-0732;;;https://dialnet.unirioja.es/servlet/revista?codigo=26234
Hologramática;1668-5024;;;https://dialnet.unirioja.es/servlet/revista?codigo=11285
Horizontes sociológicos;2346-8645;;;https://dialnet.unirioja.es/servlet/revista?codigo=28026
Huellas: revista de vinculación con la comunidad de la Facultad de Odontología;2314-1352;;;https://dialnet.unirioja.es/servlet/revista?codigo=22377
Huellas;2362-5643;;;https://dialnet.unirioja.es/servlet/revista?codigo=25773
IECE Revista digital: investigaciones en el campo de la estética y la cultura;2545-6326;;;https://dialnet.unirioja.es/servlet/revista?codigo=28441
IHS: Antiguos Jesuitas en Iberoamérica;2314-3908;;;https://dialnet.unirioja.es/servlet/revista?codigo=24379
IJSSTH;2250-5105;;;https://dialnet.unirioja.es/servlet/revista?codigo=17958
Imagofagia: revista de la Asociación Argentina de Estudios de Cine y Audiovisual;1852-9550;;;https://dialnet.unirioja.es/servlet/revista?codigo=21918
Improntas de la historia y la comunicacion;2469-0457;;;https://dialnet.unirioja.es/servlet/revista?codigo=25276
Incipit;0326-0941;;;https://dialnet.unirioja.es/servlet/revista?codigo=695
"Información, cultura y sociedad";1514-8327;;;https://dialnet.unirioja.es/servlet/revista?codigo=9367
Informe Científico Técnico UNPA;1852-4516;;;https://dialnet.unirioja.es/servlet/revista?codigo=23385
Ingenio Tecnológico;2618-4931;;;https://dialnet.unirioja.es/servlet/revista?codigo=26684
Innovación y Desarrollo Tecnológico y Social (IDTS);2683-8559;;;https://dialnet.unirioja.es/servlet/revista?codigo=27840
Instantes y Azares: Escrituras Nietzscheanas;1666-2849;;;https://dialnet.unirioja.es/servlet/revista?codigo=13822
"Insuficiencia cardiaca: revista especializada en insuficiencia cardíaca, cardiometabolismo e hipertensión pulmonar";1850-1044;;;https://dialnet.unirioja.es/servlet/revista?codigo=13359
Integración & comercio;1026-0463;;;https://dialnet.unirioja.es/servlet/revista?codigo=6525
Integración y Conocimiento: Revista del Núcleo de Estudios e Investigaciones en Educación Superior de Mercosur;2347-0658;;;https://dialnet.unirioja.es/servlet/revista?codigo=27385
Interdisciplinaria: Revista de psicología y ciencias afines = journal of psychology and related sciences;1668-7027;;;https://dialnet.unirioja.es/servlet/revista?codigo=2511
Intersecciones en comunicación;2250-4184;;;https://dialnet.unirioja.es/servlet/revista?codigo=28430
Invenio: Revista de investigación académica;0329-3475;;;https://dialnet.unirioja.es/servlet/revista?codigo=13932
Investiga +: publicación de la Dirección de Posgrado e Investigación de la Universidad Provincial de Córdoba;2618-4370;;;https://dialnet.unirioja.es/servlet/revista?codigo=28133
Investigaciones: Secretaría de Investigación de Derecho Comparado;1666-3241;;;https://dialnet.unirioja.es/servlet/revista?codigo=19442
Investigaciones y Ensayos;0539-242X;;;https://dialnet.unirioja.es/servlet/revista?codigo=28458
Investigación Joven;2314-3991;;;https://dialnet.unirioja.es/servlet/revista?codigo=26238
Itinerantes: Revista de Historia y Religión;2525-2178;;;https://dialnet.unirioja.es/servlet/revista?codigo=25939
Itinerarios Educativos;1850-3853;;;https://dialnet.unirioja.es/servlet/revista?codigo=27248
Journal de Ciencias Sociales;2362-194X;;;https://dialnet.unirioja.es/servlet/revista?codigo=27991
Journal of Computer Science and Technology;1666-6038;;;https://dialnet.unirioja.es/servlet/revista?codigo=20252
Kairos: Revista de temas sociales;1514-9331;;;https://dialnet.unirioja.es/servlet/revista?codigo=11283
Konvergencias: Revista de Filosofía y Culturas en Diálogo;1669-9092;;;https://dialnet.unirioja.es/servlet/revista?codigo=7651
Konvergencias literatura;1669-9092;;;https://dialnet.unirioja.es/servlet/revista?codigo=10553
"La Aljaba: Segunda Época, Revista de Estudios de la Mujer";1669-5704;;;https://dialnet.unirioja.es/servlet/revista?codigo=25497
La Zaranda de Ideas: Revista de Jóvenes Investigadores en Arqueología;1853-1296;;;https://dialnet.unirioja.es/servlet/revista?codigo=15940
La gaceta universitaria: órgano de publicación de la cátedra de Literatura Argentina;1851-359X;;;https://dialnet.unirioja.es/servlet/revista?codigo=11465
La trama de la comunicación;1668-5628;;;https://dialnet.unirioja.es/servlet/revista?codigo=18495
Lavboratorio: revista de estudios sobre cambio estructural y desigualdad social;1852-4435;;;https://dialnet.unirioja.es/servlet/revista?codigo=7661
Lectura y vida: Revista latinoamericana de lectura;0325-8637;;;https://dialnet.unirioja.es/servlet/revista?codigo=6446
